NC_project_short_code,sample_type,year,month,day,Site,Cell,depth_zone,level,transect,species_classcode,count,fish_tl,observer,depth,vis,temp,surge,heading,notes
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,1,HDEC,1,35,Johnathan Centoni,6.7,5,12.2,M,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,1,HDEC,1,8,Johnathan Centoni,6.7,5,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,1,HDEC,1,29,Johnathan Centoni,6.7,5,12.2,M,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,SMEL,1,42,Franklin Moitoza,7.6,6,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,SMEL,5,6,Franklin Moitoza,7.6,6,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,SMYS,5,6,Franklin Moitoza,7.6,6,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,OELO,1,52,Franklin Moitoza,7.6,6,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,COTT,1,27,Franklin Moitoza,7.6,6,11.1,M,180,L. armatus
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,HDEC,1,37,Franklin Moitoza,7.6,6,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,HDEC,1,25,Franklin Moitoza,7.6,6,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,HDEC,1,31,Franklin Moitoza,7.6,6,11.1,M,180,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,2,RVAC,1,24,Franklin Moitoza,7.6,6,11.1,M,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,2,SMEL,2,6,Johnathan Centoni,6.7,5,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,2,HDEC,1,42,Johnathan Centoni,6.7,5,12.2,M,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,2,HDEC,1,13,Johnathan Centoni,6.7,5,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,2,HDEC,1,37,Johnathan Centoni,6.7,5,12.2,M,0,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,3,SMYS,11,6,Franklin Moitoza,7,6,NA,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,3,OYT,1,7,Franklin Moitoza,7,6,NA,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,3,HDEC,1,33,Franklin Moitoza,7,6,NA,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,B,3,ELAT,1,21,Franklin Moitoza,7,6,NA,M,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,3,SMEL,3,6,Johnathan Centoni,7,4,13.3,M,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,3,HDEC,1,27,Johnathan Centoni,7,4,13.3,M,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,B,3,ELAT,1,27,Johnathan Centoni,7,4,13.3,M,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,M,1,NO_ORG,NA,NA,Chris Teague,5.5,5,13.9,M,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,M,1,SMEL,1,30,Johnathan Centoni,5.2,6,12.8,L,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,M,1,SMYS,1,30,Johnathan Centoni,5.2,6,12.8,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,M,2,NO_ORG,NA,NA,Chris Teague,4.9,5,13.9,M,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,M,2,SMEL,1,33,Johnathan Centoni,5.5,6,12.8,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,8,M,3,NO_ORG,NA,NA,Chris Teague,4.9,3,13.9,M,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,8,M,3,SMEL,1,25,Johnathan Centoni,4.6,6,12.8,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,1,SMYS,2,7,Chris Teague,8.8,7,10,M,120,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,1,HDEC,1,38,Chris Teague,8.8,7,10,M,120,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,1,SMEL,7,5,Franklin Moitoza,11.3,5,12.2,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,1,SMEL,3,23,Franklin Moitoza,11.3,5,12.2,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,1,SMYS,4,10,Franklin Moitoza,11.3,5,12.2,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,1,SMYS,7,6,Franklin Moitoza,11.3,5,12.2,M,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,2,HDEC,1,36,Chris Teague,9.1,7,10,M,120,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,SMEL,30,6,Franklin Moitoza,10.4,5,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,SMEL,17,8,Franklin Moitoza,10.4,5,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,SMYS,26,6,Franklin Moitoza,10.4,5,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,SMYS,4,12,Franklin Moitoza,10.4,5,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,SMYS,19,7,Franklin Moitoza,10.4,5,11.1,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,15,Franklin Moitoza,10.4,5,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,17,Franklin Moitoza,10.4,5,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,18,Franklin Moitoza,10.4,5,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,19,Franklin Moitoza,10.4,5,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,16,Franklin Moitoza,10.4,5,11.1,M,180,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,2,HDEC,1,31,Franklin Moitoza,10.4,5,11.1,M,180,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,3,KGB,1,8,Chris Teague,8.5,7,10,M,120,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,3,UNID,1,1,Chris Teague,8.5,7,10,M,120,SEE NOTES
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,B,3,HDEC,1,43,Chris Teague,8.5,7,10,M,120,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,3,SMEL,7,5,Franklin Moitoza,10.1,5,NA,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,3,SMEL,3,6,Franklin Moitoza,10.1,5,NA,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,3,HDEC,1,18,Franklin Moitoza,10.1,5,NA,M,180,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,B,3,HDEC,1,7,Franklin Moitoza,10.1,5,NA,M,180,JUVENILE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,M,1,NO_ORG,NA,NA,Johnathan Centoni,7.6,4,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,M,1,NO_ORG,NA,NA,Johnathan Centoni,7.3,7,10,L,120,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,M,2,NO_ORG,NA,NA,Johnathan Centoni,8.8,4,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,M,2,NO_ORG,NA,NA,Johnathan Centoni,6.7,7,10,L,120,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,M,3,SMEL,2,25,Johnathan Centoni,8.2,4,NA,L,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,M,3,SMEL,5,30,Johnathan Centoni,8.2,4,NA,L,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,12.5,M,3,SMYS,5,25,Johnathan Centoni,8.2,4,NA,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,12.5,M,3,NO_ORG,NA,NA,Johnathan Centoni,6.4,7,10,L,120,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,SMEL,12,45,Johnathan Centoni,12.8,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,SMEL,6,30,Johnathan Centoni,12.8,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,SMYS,1,40,Johnathan Centoni,12.8,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,OELO,1,50,Johnathan Centoni,12.8,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,OELO,1,60,Johnathan Centoni,12.8,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,1,HDEC,1,30,Johnathan Centoni,12.8,5,12.2,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,1,HDEC,2,45,Johnathan Centoni,11.3,7,10,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,1,HDEC,1,30,Johnathan Centoni,11.3,7,10,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SMEL,1,45,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SMEL,18,10,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SMYS,5,12,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SMYS,3,15,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SMIN,1,60,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,SCAR,1,30,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,HDEC,1,25,Johnathan Centoni,12.5,5,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,HDEC,1,40,Johnathan Centoni,12.5,5,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,HDEC,1,45,Johnathan Centoni,12.5,5,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,HDEC,1,45,Johnathan Centoni,12.5,5,12.2,L,0,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,2,HDEC,1,50,Johnathan Centoni,12.5,5,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,SMEL,45,8,Johnathan Centoni,10.7,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,SMYS,7,9,Johnathan Centoni,10.7,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,SMYS,11,13,Johnathan Centoni,10.7,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,SCAR,1,20,Johnathan Centoni,10.7,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,OYT,17,8,Johnathan Centoni,10.7,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,HDEC,1,30,Johnathan Centoni,10.7,7,10,L,330,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,HDEC,1,28,Johnathan Centoni,10.7,7,10,L,330,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,HDEC,1,32,Johnathan Centoni,10.7,7,10,L,330,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,HDEC,1,35,Johnathan Centoni,10.7,7,10,L,330,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,2,HDEC,1,30,Johnathan Centoni,10.7,7,10,L,330,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SMEL,2,35,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SMEL,26,10,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SMYS,6,15,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SMYS,50,10,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SMYS,1,20,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,SNEB,1,35,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,B,3,OELO,1,55,Johnathan Centoni,12.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,SMEL,5,9,Johnathan Centoni,10.4,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,SMYS,2,9,Johnathan Centoni,10.4,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,KGB,4,6,Johnathan Centoni,10.4,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,SPIN,1,8,Johnathan Centoni,10.4,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,EBIS,1,15,Johnathan Centoni,10.4,7,10,L,330,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,B,3,HDEC,1,15,Johnathan Centoni,10.4,7,10,L,330,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,1,NO_ORG,NA,NA,Chris Teague,10.1,6,11.7,L,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,M,1,SMEL,10,37,Franklin Moitoza,12.5,5,11.1,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,2,SMYS,1,11,Chris Teague,9.1,6,10.6,L,180,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,2,HDEC,1,38,Chris Teague,9.1,6,10.6,L,180,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,2,HDEC,1,36,Chris Teague,9.1,6,10.6,L,180,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,2,ELAT,1,25,Chris Teague,9.1,6,10.6,L,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,M,2,SMEL,4,27,Franklin Moitoza,11.6,5,11.1,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,M,2,SMEL,2,34,Franklin Moitoza,11.6,5,11.1,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,M,2,SMEL,1,50,Franklin Moitoza,11.6,5,11.1,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,16,M,3,NO_ORG,NA,NA,Chris Teague,9.1,7,10.6,M,180,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,16,M,3,SMEL,3,29,Franklin Moitoza,10.7,5,NA,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMEL,1,34,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMYS,11,6,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMYS,1,12,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMYS,1,4,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,KGB,2,6,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,OPIC,1,5,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMAR,1,49,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,SMAR,1,38,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,OELO,1,65,Chris Teague,15.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,HDEC,1,36,Chris Teague,15.8,7,8.9,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,1,HDEC,1,35,Chris Teague,15.8,7,8.9,L,0,FEMALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,1,SMEL,27,10,Johnathan Centoni,16.5,4,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,1,SMEL,2,40,Johnathan Centoni,16.5,4,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,1,HDEC,1,40,Johnathan Centoni,16.5,4,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,1,HDEC,2,25,Johnathan Centoni,16.5,4,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,1,HDEC,1,20,Johnathan Centoni,16.5,4,12.2,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMEL,8,6,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMEL,12,7,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,1,12,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,1,14,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,7,6,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,5,8,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,1,43,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SMYS,2,13,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,KGB,16,7,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,SCAR,1,43,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,OYT,1,7,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,OPIC,1,14,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,HDEC,1,34,Chris Teague,16.8,7,8.9,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,HDEC,1,28,Chris Teague,16.8,7,8.9,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,HDEC,1,38,Chris Teague,16.8,7,8.9,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,HDEC,1,42,Chris Teague,16.8,7,8.9,L,0,MALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,2,HDEC,1,45,Chris Teague,16.8,7,8.9,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,2,SMEL,101,10,Johnathan Centoni,16.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,2,SMYS,3,15,Johnathan Centoni,16.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,2,SMYS,1,20,Johnathan Centoni,16.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,2,SMYS,3,12,Johnathan Centoni,16.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,2,HDEC,1,30,Johnathan Centoni,16.5,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMEL,1,38,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMEL,3,40,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMEL,11,4,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,2,11,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,2,5,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,2,8,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,1,6,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,1,48,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,10,4,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMYS,11,12,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SNEB,1,36,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SMIN,1,58,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,SCAR,1,33,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,OELO,1,65,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,OELO,1,46,Chris Teague,16.8,7,8.9,L,0,NA
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,HDEC,1,35,Chris Teague,16.8,7,8.9,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,7,6,Abalone Point,1,20,B,3,HDEC,1,40,Chris Teague,16.8,7,8.9,L,0,MALE
NC_Kelp_Srock,FISH,2014,7,22,Abalone Point,1,20,B,3,SMEL,11,10,Johnathan Centoni,15.8,5,12.2,L,0,NA
