NC_project_short_code,site,year,month,day,transectnumber,species,size,depth_m,visibility,temp10m
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,15,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,17,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,18,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,18,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,18,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,18,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,19,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,20,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,21,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,22,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,1,red abalone,22,4.5717768973,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,3,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,3,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,4,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,4,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,6,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,6,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,9,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,10,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,11,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,17,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,18,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,18,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,20,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,21,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,22,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,22,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,2,red abalone,22,4.7241694605,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,3,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,3,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,3,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,4,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,4,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,4,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,5,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,5,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,5,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,6,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,8,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,10,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,11,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,12,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,12,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,12,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,12,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,13,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,13,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,13,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,15,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,15,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,17,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,18,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,21,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,21,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,21,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,21,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,21,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,22,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,22,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,3,red abalone,23,4.8765620238,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,4,red abalone,5,5.4861322767,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,4,red abalone,10,5.4861322767,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,4,red abalone,10,5.4861322767,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,4,red abalone,18,5.4861322767,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,4,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,7,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,7,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,8,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,8,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,11,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,12,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,18,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,18,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,18,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,20,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,5,red abalone,21,5.3337397135,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,6,red abalone,3,5.7909174032,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,6,red abalone,6,5.7909174032,5,9
NC_CitSci_Kelp,Caspar,2015,7,25,6,red abalone,13,5.7909174032,5,9
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,5,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,6,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,8,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,8,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,9,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,9,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,10,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,10,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,10,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,10,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,11,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,11,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,11,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,12,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,12,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,12,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,12,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,13,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,13,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,13,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,13,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,14,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,14,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,14,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,15,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,15,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,15,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,15,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,17,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,17,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,17,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,18,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,18,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,19,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,19,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,19,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,20,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,21,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,22,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,23,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,23,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,25,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,27,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,1,red abalone,28,10.362694301,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,5,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,6,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,6,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,6,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,8,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,8,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,8,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,8,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,8,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,10,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,10,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,12,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,12,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,12,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,16,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,16,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,16,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,16,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,18,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,18,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,19,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,20,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,20,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,22,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,22,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,22,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,22,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,23,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,23,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,23,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,23,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,23,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,24,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,24,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,24,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,25,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,25,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,25,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,25,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,26,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,2,red abalone,26,10.515086864,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,3,red abalone,8,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,3,red abalone,10,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,3,red abalone,22,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,3,red abalone,23,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,3,red abalone,27,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,5,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,8,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,8,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,9,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,10,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,10,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,11,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,12,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,13,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,14,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,15,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,16,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,16,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,16,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,17,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,17,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,17,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,17,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,18,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,18,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,18,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,19,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,19,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,19,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,20,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,20,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,20,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,20,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,20,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,21,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,21,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,21,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,22,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,22,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,22,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,22,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,23,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,23,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,23,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,24,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,24,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,red abalone,24,10.210301737,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,15,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,15,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,16,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,17,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,18,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,18,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,20,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,20,10.210301737,5,13
