NC_project_short_code,site,year,month,day,transectnumber,classcode,sex,amount,size_cm,size_min_cm,size_max_cm,depth_m,visibility,temp10m
NC_CitSci_Kelp,Caspar,2014,7,12,1,sargo,none,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,senorita,none,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,sheephead,f,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,sheephead,j,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,sheephead,m,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,striped perch,none,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,treefish,a,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,treefish,j,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,vermilion/canary,none,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,yellowtail/olive,none,0,,,,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,1,yoy rockfish,none,86,5,,10,6.71,5,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,barred sand bass,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,black and yellow,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,black perch,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,black rockfish,none,1,22,22,22,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,black rockfish,none,1,32,32,32,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,blacksmith,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,blue rockfish,none,1,12,12,12,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,blue rockfish,none,1,14,14,14,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,blue rockfish,none,1,12,12,12,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,bocaccio,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,brown rockfish,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,cabezon,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,china rockfish,none,1,17,17,17,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,copper rockfish,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,garibaldi,a,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,garibaldi,j,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,gopher rockfish,none,1,24,24,24,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,grass rockfish,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,horn shark,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp bass,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp greenling,f,1,23,23,23,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp greenling,j,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp greenling,m,1,24,24,24,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp greenling,m,1,32,32,32,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp greenling,m,1,28,28,28,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,kelp rockfish,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,lingcod,none,1,28,28,28,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,opaleye,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,pile perch,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rainbow perch,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock greenling,none,1,22,22,22,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock greenling,none,1,14,14,14,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock greenling,none,1,18,18,18,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock wrasse,f,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock wrasse,j,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rock wrasse,m,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,rubberlip perch,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,sargo,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,senorita,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,sheephead,f,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,sheephead,j,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,sheephead,m,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,striped perch,none,1,18,18,18,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,treefish,a,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,treefish,j,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,vermilion/canary,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,yellowtail/olive,none,0,,,,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,2,yoy rockfish,none,7,5,,10,7.16,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,barred sand bass,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,black and yellow,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,black perch,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,black rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,blacksmith,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,blue rockfish,none,1,16,16,16,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,blue rockfish,none,1,22,22,22,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,bocaccio,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,brown rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,cabezon,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,china rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,copper rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,garibaldi,a,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,garibaldi,j,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,gopher rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,grass rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,horn shark,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp bass,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp greenling,f,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp greenling,j,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp greenling,m,1,18,18,18,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp greenling,m,1,16,16,16,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,kelp rockfish,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,lingcod,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,opaleye,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,pile perch,none,1,26,26,26,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rainbow perch,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rock greenling,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rock wrasse,f,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rock wrasse,j,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rock wrasse,m,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,rubberlip perch,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,sargo,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,senorita,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,sheephead,f,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,sheephead,j,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,sheephead,m,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,striped perch,none,1,16,16,16,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,striped perch,none,1,26,26,26,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,treefish,a,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,treefish,j,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,vermilion/canary,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,yellowtail/olive,none,0,,,,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,3,yoy rockfish,none,26,5,,10,3.96,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,barred sand bass,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,black and yellow,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,black perch,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,black rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,blacksmith,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,blue rockfish,none,6,8,8,8,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,bocaccio,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,brown rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,cabezon,none,1,25,25,25,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,china rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,copper rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,garibaldi,a,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,garibaldi,j,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,gopher rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,grass rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,horn shark,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp bass,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,f,1,20,20,20,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,j,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,m,1,12,12,12,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,m,1,15,15,15,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,m,1,12,12,12,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp greenling,f,1,21,21,21,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,kelp rockfish,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,lingcod,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,opaleye,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,pile perch,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rainbow perch,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rock greenling,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rock wrasse,f,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rock wrasse,j,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rock wrasse,m,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,rubberlip perch,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,sargo,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,senorita,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,sheephead,f,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,sheephead,j,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,sheephead,m,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,striped perch,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,treefish,a,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,treefish,j,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,vermilion/canary,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,yellowtail/olive,none,0,,,,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,4,yoy rockfish,none,6,5,,10,5.64,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,barred sand bass,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,black and yellow,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,black perch,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,black rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,blacksmith,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,blue rockfish,none,1,8,8,8,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,bocaccio,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,brown rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,cabezon,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,china rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,copper rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,garibaldi,a,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,garibaldi,j,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,gopher rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,grass rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,horn shark,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp bass,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,f,1,21,21,21,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,j,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,m,1,12,12,12,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,m,1,10,10,10,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,m,1,10,10,10,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp greenling,f,1,8,8,8,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,kelp rockfish,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,lingcod,none,1,25,25,25,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,opaleye,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,pile perch,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rainbow perch,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rock greenling,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rock wrasse,f,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rock wrasse,j,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rock wrasse,m,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,rubberlip perch,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,sargo,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,senorita,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,sheephead,f,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,sheephead,j,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,sheephead,m,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,striped perch,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,treefish,a,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,treefish,j,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,vermilion/canary,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,yellowtail/olive,none,0,,,,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,5,yoy rockfish,none,20,5,,10,7.31,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,barred sand bass,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,black and yellow,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,black perch,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,black rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,blacksmith,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,blue rockfish,none,2,8,8,8,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,blue rockfish,none,3,14,14,14,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,blue rockfish,none,1,10,10,10,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,blue rockfish,none,1,12,12,12,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,bocaccio,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,brown rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,cabezon,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,china rockfish,none,1,8,8,8,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,copper rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,garibaldi,a,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,garibaldi,j,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,gopher rockfish,none,1,15,15,15,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,grass rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,horn shark,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp bass,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,f,1,10,10,10,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,j,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,m,1,10,10,10,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,m,1,12,12,12,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,m,1,20,20,20,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp greenling,m,1,12,12,12,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,kelp rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,lingcod,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,opaleye,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,pile perch,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rainbow perch,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rock greenling,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rock wrasse,f,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rock wrasse,j,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rock wrasse,m,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,rubberlip perch,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,sargo,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,senorita,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,sheephead,f,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,sheephead,j,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,sheephead,m,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,striped perch,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,treefish,a,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,treefish,j,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,vermilion/canary,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,yellowtail/olive,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,6,yoy rockfish,none,0,,,,7.62,6.3,11
NC_CitSci_Kelp,Caspar,2014,7,12,7,barred sand bass,none,0,,,,7.77,4.7,11
NC_CitSci_Kelp,Caspar,2014,7,12,7,black and yellow,none,0,,,,7.77,4.7,11
