NC_project_short_code,sample_type,year,month,day,Site,Cell,depth_zone,transect,species_classcode,count,size,depth,heading,observer,additional,notes
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,STRPURAD,1,4,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,STRPURAD,1,5,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,STRPURAD,1,6,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,1,12,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,1,13,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,3,14,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,1,15,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,2,16,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,2,17,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,6,18,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,2,19,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,6,20,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,2,21,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,4,2,HALRUF,1,22,4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,STRPURAD,1,2,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,STRPURAD,6,3,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,STRPURAD,3,4,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,2,16,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,7,17,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,10,18,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,8,19,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,16,20,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,17,21,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,9,22,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,7,23,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,4,24,4.9,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,4,2,HALRUF,39,NA,4.9,180,Johnathan Centoni,Yes,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,STRPURAD,2,3,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,STRPURAD,4,4,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,STRPURAD,2,5,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,HALRUF,1,20,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,HALRUF,2,21,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,1,HALRUF,2,22,10.7,0,Jeff Bernard,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,1,STRPURAD,16,2,9.8,0,Tim Moxon,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,1,STRPURAD,7,3,9.8,0,Tim Moxon,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,1,STRPURAD,3,4,9.8,0,Tim Moxon,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,1,HALRUF,2,22,9.8,0,Tim Moxon,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,1,HALRUF,2,23,9.8,0,Tim Moxon,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,1,2,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,1,3,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,1,6,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,2,7,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,1,10,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRFRAAD,1,12,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,21,1,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,28,2,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,30,3,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,9,4,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,2,5,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,HALRUF,5,20,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,HALRUF,2,21,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,HALRUF,6,22,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,HALRUF,5,23,9.4,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,32,NA,9.4,180,Johnathan Centoni,Yes,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,41,NA,9.4,180,Johnathan Centoni,Yes,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,1,12,2,STRPURAD,8,NA,9.4,180,Johnathan Centoni,Yes,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,STRPURAD,2,3,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,STRPURAD,2,4,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,1,19,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,3,20,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,5,21,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,1,22,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,3,23,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,1,24,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,2,Abalone Point,1,12,2,HALRUF,1,25,11,180,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,STRFRAAD,1,10,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,STRFRAAD,5,11,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,STRFRAAD,1,12,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,STRFRAAD,1,15,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,1,11,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,1,15,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,1,17,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,4,18,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,6,19,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,4,20,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,1,HALRUF,3,21,6.7,180,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,1,6,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,1,7,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,8,8,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,4,9,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,11,10,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,10,11,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,15,12,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRFRAAD,2,13,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,1,1,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,9,2,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,31,3,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,25,4,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,3,5,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,STRPURAD,1,6,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,1,10,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,3,12,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,1,13,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,2,14,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,3,15,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,8,16,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,4,17,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,12,18,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,8,19,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,9,20,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,1,HALRUF,2,21,4,120,Johnathan Centoni,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,STRFRAAD,1,11,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,STRPURAD,1,3,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALWAL,1,10,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,1,10,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,1,12,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,3,15,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,2,16,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,10,17,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,5,18,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,17,19,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,25,20,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,7,21,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,4,22,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,2,23,4.9,306,Brett Stacy,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,4,2,HALRUF,5,NA,4.9,306,Brett Stacy,Yes,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,1,10,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,2,11,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,2,12,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,6,13,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,3,14,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRFRAAD,1,15,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRPURAD,3,3,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,STRPURAD,3,4,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,HALRUF,3,19,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,HALRUF,5,20,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,HALRUF,3,21,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,HALRUF,6,22,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,4,2,HALRUF,2,23,6.7,180,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,2,3,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,5,6,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,6,7,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,4,8,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,1,10,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,2,11,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,2,12,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,4,13,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRFRAAD,1,14,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,6,1,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,24,2,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,32,3,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,19,4,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,8,5,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,1,6,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,STRPURAD,1356,NA,10.1,0,Chris Teague,Yes,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,HALKAM,1,8,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,HALRUF,1,20,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,HALRUF,2,21,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,HALRUF,1,23,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2015,8,23,Abalone Point,2,12,1,HALRUF,1,24,10.1,0,Chris Teague,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,1,3,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,1,4,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,3,8,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,4,9,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,3,10,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,10,11,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,9,12,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,5,13,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,7,14,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,2,15,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRFRAAD,1,16,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRPURAD,22,3,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRPURAD,19,4,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRPURAD,14,5,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRPURAD,3,6,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,STRPURAD,2,7,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,3,18,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,1,19,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,1,20,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,3,21,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,2,22,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,1,24,10.4,0,Franklin Moitoza,NA,NA
NC_Kelp_SRock,SIZE,2014,9,13,Abalone Point,2,12,1,HALRUF,2,25,10.4,0,Franklin Moitoza,NA,NA
